Delivery Date,User Status,City,Normal Deliveries,Coupon Deliveries,Free Deliveries
13-05-2023,NEW,Mumbai,120,0,0
13-05-2023,ACTIVE,Pune,0,2,0
13-05-2023,ACTIVE,Pune,2863,0,0
13-05-2023,HOLD,Pune,6,0,0
13-05-2023,INACTIVE,Pune,0,13,0
13-05-2023,INACTIVE,Pune,216,0,0
13-05-2023,NEW,Pune,0,9,0
13-05-2023,NEW,Pune,0,0,4
13-05-2023,NEW,Pune,52,0,0
14-05-2023,ACTIVE,Hyderabad,0,4,0
14-05-2023,ACTIVE,Hyderabad,587,0,0
14-05-2023,HOLD,Hyderabad,13,0,0
14-05-2023,INACTIVE,Hyderabad,0,13,0
14-05-2023,INACTIVE,Hyderabad,0,0,1
14-05-2023,INACTIVE,Hyderabad,123,0,0
14-05-2023,NEW,Hyderabad,0,48,0
14-05-2023,NEW,Hyderabad,0,0,1
14-05-2023,NEW,Hyderabad,84,0,0
14-05-2023,ACTIVE,Mumbai,0,7,0
14-05-2023,ACTIVE,Mumbai,0,0,1
14-05-2023,ACTIVE,Mumbai,7529,0,0
14-05-2023,HOLD,Mumbai,9,0,0
14-05-2023,INACTIVE,Mumbai,0,12,0
14-05-2023,INACTIVE,Mumbai,0,0,1
14-05-2023,INACTIVE,Mumbai,520,0,0
14-05-2023,NEW,Mumbai,0,20,0
14-05-2023,NEW,Mumbai,0,0,13
14-05-2023,NEW,Mumbai,115,0,0
14-05-2023,ACTIVE,Pune,0,2,0
14-05-2023,ACTIVE,Pune,2781,0,0
14-05-2023,HOLD,Pune,6,0,0
14-05-2023,INACTIVE,Pune,0,5,0
14-05-2023,INACTIVE,Pune,0,0,2
14-05-2023,INACTIVE,Pune,221,0,0
14-05-2023,NEW,Pune,0,12,0
14-05-2023,NEW,Pune,0,0,5
14-05-2023,NEW,Pune,50,0,0
15-05-2023,ACTIVE,Hyderabad,0,3,0
15-05-2023,ACTIVE,Hyderabad,618,0,0
15-05-2023,HOLD,Hyderabad,14,0,0
15-05-2023,INACTIVE,Hyderabad,0,13,0
15-05-2023,INACTIVE,Hyderabad,109,0,0
15-05-2023,NEW,Hyderabad,0,48,0
15-05-2023,NEW,Hyderabad,0,0,3
15-05-2023,NEW,Hyderabad,75,0,0
15-05-2023,ACTIVE,Mumbai,0,6,0
15-05-2023,ACTIVE,Mumbai,0,0,1
15-05-2023,ACTIVE,Mumbai,8107,0,0
15-05-2023,HOLD,Mumbai,8,0,0
15-05-2023,INACTIVE,Mumbai,0,14,0
15-05-2023,INACTIVE,Mumbai,0,0,2
15-05-2023,INACTIVE,Mumbai,553,0,0
15-05-2023,NEW,Mumbai,0,27,0
15-05-2023,NEW,Mumbai,0,0,3
15-05-2023,NEW,Mumbai,102,0,0
15-05-2023,ACTIVE,Pune,0,1,0
15-05-2023,ACTIVE,Pune,0,0,1
15-05-2023,ACTIVE,Pune,3010,0,0
15-05-2023,HOLD,Pune,10,0,0
15-05-2023,INACTIVE,Pune,0,9,0
15-05-2023,INACTIVE,Pune,0,0,2
15-05-2023,INACTIVE,Pune,228,0,0
15-05-2023,NEW,Pune,0,16,0
15-05-2023,NEW,Pune,47,0,0
16-05-2023,ACTIVE,Hyderabad,0,5,0
16-05-2023,ACTIVE,Hyderabad,613,0,0
16-05-2023,HOLD,Hyderabad,20,0,0
16-05-2023,INACTIVE,Hyderabad,0,11,0
16-05-2023,INACTIVE,Hyderabad,0,0,1
16-05-2023,INACTIVE,Hyderabad,112,0,0
16-05-2023,NEW,Hyderabad,0,46,0
16-05-2023,NEW,Hyderabad,0,0,8
16-05-2023,NEW,Hyderabad,84,0,0
16-05-2023,ACTIVE,Mumbai,0,9,0
16-05-2023,ACTIVE,Mumbai,0,0,1
16-05-2023,ACTIVE,Mumbai,7933,0,0
16-05-2023,HOLD,Mumbai,5,0,0
16-05-2023,INACTIVE,Mumbai,0,7,0
16-05-2023,INACTIVE,Mumbai,0,0,4
16-05-2023,INACTIVE,Mumbai,580,0,0
16-05-2023,NEW,Mumbai,0,32,0
16-05-2023,NEW,Mumbai,0,0,24
16-05-2023,NEW,Mumbai,111,0,0
16-05-2023,ACTIVE,Pune,2940,0,0
16-05-2023,HOLD,Pune,2,0,0
16-05-2023,INACTIVE,Pune,0,9,0
16-05-2023,INACTIVE,Pune,0,0,3
16-05-2023,INACTIVE,Pune,235,0,0
16-05-2023,NEW,Pune,0,14,0
16-05-2023,NEW,Pune,0,0,6
16-05-2023,NEW,Pune,49,0,0
17-05-2023,ACTIVE,Hyderabad,0,4,0
17-05-2023,ACTIVE,Hyderabad,607,0,0
17-05-2023,HOLD,Hyderabad,12,0,0
17-05-2023,INACTIVE,Hyderabad,0,12,0
17-05-2023,INACTIVE,Hyderabad,136,0,0
17-05-2023,NEW,Hyderabad,0,54,0
17-05-2023,NEW,Hyderabad,0,0,10
17-05-2023,NEW,Hyderabad,70,0,0
17-05-2023,ACTIVE,Mumbai,0,8,0
17-05-2023,ACTIVE,Mumbai,0,0,2
17-05-2023,ACTIVE,Mumbai,7972,0,0
17-05-2023,HOLD,Mumbai,9,0,0
17-05-2023,INACTIVE,Mumbai,0,11,0
17-05-2023,INACTIVE,Mumbai,0,0,2
17-05-2023,INACTIVE,Mumbai,547,0,0
17-05-2023,NEW,Mumbai,0,25,0
17-05-2023,NEW,Mumbai,0,0,9
17-05-2023,NEW,Mumbai,95,0,0
17-05-2023,ACTIVE,Pune,0,0,1
17-05-2023,ACTIVE,Pune,3006,0,0
17-05-2023,HOLD,Pune,1,0,0
17-05-2023,INACTIVE,Pune,0,15,0
17-05-2023,INACTIVE,Pune,227,0,0
17-05-2023,NEW,Pune,0,11,0
17-05-2023,NEW,Pune,0,0,6
17-05-2023,NEW,Pune,45,0,0
18-05-2023,ACTIVE,Hyderabad,0,4,0
18-05-2023,ACTIVE,Hyderabad,599,0,0
18-05-2023,HOLD,Hyderabad,17,0,0
18-05-2023,INACTIVE,Hyderabad,0,17,0
18-05-2023,INACTIVE,Hyderabad,118,0,0
18-05-2023,NEW,Hyderabad,0,52,0
18-05-2023,NEW,Hyderabad,0,0,7
18-05-2023,NEW,Hyderabad,76,0,0
18-05-2023,ACTIVE,Mumbai,0,9,0
18-05-2023,ACTIVE,Mumbai,0,0,4
18-05-2023,ACTIVE,Mumbai,8004,0,0
18-05-2023,HOLD,Mumbai,9,0,0
18-05-2023,INACTIVE,Mumbai,0,6,0
18-05-2023,INACTIVE,Mumbai,0,0,1
18-05-2023,INACTIVE,Mumbai,557,0,0
18-05-2023,NEW,Mumbai,0,16,0
18-05-2023,NEW,Mumbai,0,0,15
18-05-2023,NEW,Mumbai,99,0,0
18-05-2023,ACTIVE,Pune,2927,0,0
18-05-2023,HOLD,Pune,8,0,0
18-05-2023,INACTIVE,Pune,0,9,0
18-05-2023,INACTIVE,Pune,221,0,0
18-05-2023,NEW,Pune,0,15,0
18-05-2023,NEW,Pune,0,0,6
18-05-2023,NEW,Pune,45,0,0
19-05-2023,ACTIVE,Hyderabad,0,3,0
19-05-2023,ACTIVE,Hyderabad,0,0,2
19-05-2023,ACTIVE,Hyderabad,626,0,0
19-05-2023,HOLD,Hyderabad,17,0,0
19-05-2023,INACTIVE,Hyderabad,0,11,0
19-05-2023,INACTIVE,Hyderabad,0,0,2
19-05-2023,INACTIVE,Hyderabad,131,0,0
19-05-2023,NEW,Hyderabad,0,57,0
19-05-2023,NEW,Hyderabad,0,0,10
19-05-2023,NEW,Hyderabad,73,0,0
19-05-2023,ACTIVE,Mumbai,0,6,0
19-05-2023,ACTIVE,Mumbai,0,0,1
19-05-2023,ACTIVE,Mumbai,7981,0,0
19-05-2023,HOLD,Mumbai,17,0,0
19-05-2023,INACTIVE,Mumbai,0,8,0
19-05-2023,INACTIVE,Mumbai,0,0,1
19-05-2023,INACTIVE,Mumbai,557,0,0
19-05-2023,NEW,Mumbai,0,15,0
19-05-2023,NEW,Mumbai,0,0,17
19-05-2023,NEW,Mumbai,104,0,0
19-05-2023,ACTIVE,Pune,0,0,1
19-05-2023,ACTIVE,Pune,2922,0,0
19-05-2023,HOLD,Pune,2,0,0
19-05-2023,INACTIVE,Pune,0,7,0
19-05-2023,INACTIVE,Pune,236,0,0
19-05-2023,NEW,Pune,0,8,0
19-05-2023,NEW,Pune,0,0,4
19-05-2023,NEW,Pune,40,0,0
20-05-2023,ACTIVE,Hyderabad,0,2,0
20-05-2023,ACTIVE,Hyderabad,0,0,2
20-05-2023,ACTIVE,Hyderabad,612,0,0
20-05-2023,HOLD,Hyderabad,20,0,0
20-05-2023,INACTIVE,Hyderabad,0,13,0
20-05-2023,INACTIVE,Hyderabad,123,0,0
20-05-2023,NEW,Hyderabad,0,46,0
20-05-2023,NEW,Hyderabad,0,0,6
20-05-2023,NEW,Hyderabad,78,0,0
20-05-2023,ACTIVE,Mumbai,0,5,0
20-05-2023,ACTIVE,Mumbai,0,0,2
20-05-2023,ACTIVE,Mumbai,7558,0,0
20-05-2023,HOLD,Mumbai,12,0,0
20-05-2023,INACTIVE,Mumbai,0,14,0
20-05-2023,INACTIVE,Mumbai,563,0,0
20-05-2023,NEW,Mumbai,0,16,0
20-05-2023,NEW,Mumbai,0,0,4
20-05-2023,NEW,Mumbai,79,0,0
20-05-2023,ACTIVE,Pune,2877,0,0
20-05-2023,HOLD,Pune,3,0,0
20-05-2023,INACTIVE,Pune,0,5,0
20-05-2023,INACTIVE,Pune,0,0,1
20-05-2023,INACTIVE,Pune,237,0,0
20-05-2023,NEW,Pune,0,6,0
20-05-2023,NEW,Pune,0,0,3
20-05-2023,NEW,Pune,44,0,0
21-05-2023,ACTIVE,Hyderabad,0,3,0
21-05-2023,ACTIVE,Hyderabad,0,0,2
21-05-2023,ACTIVE,Hyderabad,597,0,0
21-05-2023,HOLD,Hyderabad,15,0,0
21-05-2023,INACTIVE,Hyderabad,0,6,0
21-05-2023,INACTIVE,Hyderabad,151,0,0
21-05-2023,NEW,Hyderabad,0,53,0
21-05-2023,NEW,Hyderabad,0,0,11
21-05-2023,NEW,Hyderabad,67,0,0
21-05-2023,ACTIVE,Mumbai,0,6,0
21-05-2023,ACTIVE,Mumbai,7434,0,0
21-05-2023,HOLD,Mumbai,8,0,0
21-05-2023,INACTIVE,Mumbai,0,11,0
21-05-2023,INACTIVE,Mumbai,550,0,0
21-05-2023,NEW,Mumbai,0,15,0
21-05-2023,NEW,Mumbai,0,0,9
21-05-2023,NEW,Mumbai,96,0,0
21-05-2023,ACTIVE,Pune,0,3,0
21-05-2023,ACTIVE,Pune,0,0,1
21-05-2023,ACTIVE,Pune,2794,0,0
21-05-2023,HOLD,Pune,4,0,0
21-05-2023,INACTIVE,Pune,0,5,0
21-05-2023,INACTIVE,Pune,232,0,0
21-05-2023,NEW,Pune,0,7,0
21-05-2023,NEW,Pune,0,0,2
21-05-2023,NEW,Pune,31,0,0
22-05-2023,ACTIVE,Hyderabad,0,1,0
22-05-2023,ACTIVE,Hyderabad,448,0,0
22-05-2023,HOLD,Hyderabad,12,0,0
22-05-2023,INACTIVE,Hyderabad,0,8,0
22-05-2023,INACTIVE,Hyderabad,134,0,0
22-05-2023,NEW,Hyderabad,0,32,0
22-05-2023,NEW,Hyderabad,57,0,0
22-05-2023,ACTIVE,Mumbai,0,7,0
22-05-2023,ACTIVE,Mumbai,0,0,2
22-05-2023,ACTIVE,Mumbai,8121,0,0
22-05-2023,HOLD,Mumbai,10,0,0
22-05-2023,INACTIVE,Mumbai,0,9,0
22-05-2023,INACTIVE,Mumbai,0,0,1
22-05-2023,INACTIVE,Mumbai,561,0,0
22-05-2023,NEW,Mumbai,0,17,0
22-05-2023,NEW,Mumbai,0,0,1
22-05-2023,NEW,Mumbai,89,0,0
22-05-2023,ACTIVE,Pune,0,1,0
22-05-2023,ACTIVE,Pune,0,0,1
22-05-2023,ACTIVE,Pune,2982,0,0
22-05-2023,INACTIVE,Pune,0,8,0
22-05-2023,INACTIVE,Pune,236,0,0
22-05-2023,NEW,Pune,0,12,0
22-05-2023,NEW,Pune,0,0,2
22-05-2023,NEW,Pune,44,0,0
23-05-2023,ACTIVE,Hyderabad,0,2,0
23-05-2023,ACTIVE,Hyderabad,0,0,2
23-05-2023,ACTIVE,Hyderabad,610,0,0
23-05-2023,HOLD,Hyderabad,13,0,0
23-05-2023,INACTIVE,Hyderabad,0,8,0
23-05-2023,INACTIVE,Hyderabad,137,0,0
23-05-2023,NEW,Hyderabad,0,40,0
23-05-2023,NEW,Hyderabad,0,0,6
23-05-2023,NEW,Hyderabad,66,0,0
23-05-2023,ACTIVE,Mumbai,0,5,0
23-05-2023,ACTIVE,Mumbai,0,0,1
23-05-2023,ACTIVE,Mumbai,7790,0,0
23-05-2023,HOLD,Mumbai,11,0,0
23-05-2023,INACTIVE,Mumbai,0,11,0
23-05-2023,INACTIVE,Mumbai,0,0,1
23-05-2023,INACTIVE,Mumbai,572,0,0
23-05-2023,NEW,Mumbai,0,13,0
23-05-2023,NEW,Mumbai,0,0,20
23-05-2023,NEW,Mumbai,102,0,0
23-05-2023,ACTIVE,Pune,0,2,0
23-05-2023,ACTIVE,Pune,0,0,3
23-05-2023,ACTIVE,Pune,2940,0,0
23-05-2023,HOLD,Pune,12,0,0
23-05-2023,INACTIVE,Pune,0,6,0
23-05-2023,INACTIVE,Pune,0,0,2
23-05-2023,INACTIVE,Pune,256,0,0
23-05-2023,NEW,Pune,0,4,0
23-05-2023,NEW,Pune,0,0,7
23-05-2023,NEW,Pune,40,0,0
24-05-2023,ACTIVE,Hyderabad,0,2,0
24-05-2023,ACTIVE,Hyderabad,0,0,1
24-05-2023,ACTIVE,Hyderabad,592,0,0
24-05-2023,HOLD,Hyderabad,14,0,0
24-05-2023,INACTIVE,Hyderabad,0,8,0
24-05-2023,INACTIVE,Hyderabad,151,0,0
24-05-2023,NEW,Hyderabad,0,22,0
24-05-2023,NEW,Hyderabad,0,0,11
24-05-2023,NEW,Hyderabad,69,0,0
24-05-2023,ACTIVE,Mumbai,0,7,0
24-05-2023,ACTIVE,Mumbai,0,0,1
24-05-2023,ACTIVE,Mumbai,7960,0,0
24-05-2023,HOLD,Mumbai,10,0,0
24-05-2023,INACTIVE,Mumbai,0,15,0
24-05-2023,INACTIVE,Mumbai,0,0,4
24-05-2023,INACTIVE,Mumbai,644,0,0
24-05-2023,NEW,Mumbai,0,13,0
24-05-2023,NEW,Mumbai,0,0,8
24-05-2023,NEW,Mumbai,85,0,0
24-05-2023,ACTIVE,Pune,0,0,2
24-05-2023,ACTIVE,Pune,2966,0,0
24-05-2023,HOLD,Pune,9,0,0
24-05-2023,INACTIVE,Pune,0,9,0
24-05-2023,INACTIVE,Pune,243,0,0
24-05-2023,NEW,Pune,0,7,0
24-05-2023,NEW,Pune,0,0,4
24-05-2023,NEW,Pune,43,0,0
25-05-2023,ACTIVE,Hyderabad,610,0,0
25-05-2023,HOLD,Hyderabad,16,0,0
25-05-2023,INACTIVE,Hyderabad,0,5,0
25-05-2023,INACTIVE,Hyderabad,137,0,0
25-05-2023,NEW,Hyderabad,0,26,0
25-05-2023,NEW,Hyderabad,0,0,8
25-05-2023,NEW,Hyderabad,68,0,0
25-05-2023,ACTIVE,Mumbai,0,7,0
25-05-2023,ACTIVE,Mumbai,0,0,1
25-05-2023,ACTIVE,Mumbai,7858,0,0
25-05-2023,HOLD,Mumbai,10,0,0
25-05-2023,INACTIVE,Mumbai,0,12,0
25-05-2023,INACTIVE,Mumbai,0,0,5
25-05-2023,INACTIVE,Mumbai,565,0,0
25-05-2023,NEW,Mumbai,0,8,0
25-05-2023,NEW,Mumbai,0,0,11
25-05-2023,NEW,Mumbai,87,0,0
25-05-2023,ACTIVE,Pune,0,1,0
25-05-2023,ACTIVE,Pune,0,0,2
25-05-2023,ACTIVE,Pune,2929,0,0
25-05-2023,HOLD,Pune,4,0,0
25-05-2023,INACTIVE,Pune,0,5,0
25-05-2023,INACTIVE,Pune,0,0,1
25-05-2023,INACTIVE,Pune,220,0,0
25-05-2023,NEW,Pune,0,5,0
25-05-2023,NEW,Pune,0,0,3
25-05-2023,NEW,Pune,57,0,0
26-05-2023,ACTIVE,Hyderabad,0,3,0
26-05-2023,ACTIVE,Hyderabad,634,0,0
26-05-2023,HOLD,Hyderabad,23,0,0
26-05-2023,INACTIVE,Hyderabad,0,4,0
26-05-2023,INACTIVE,Hyderabad,126,0,0
26-05-2023,NEW,Hyderabad,0,18,0
26-05-2023,NEW,Hyderabad,0,0,8
26-05-2023,NEW,Hyderabad,75,0,0
26-05-2023,ACTIVE,Mumbai,0,10,0
26-05-2023,ACTIVE,Mumbai,0,0,1
26-05-2023,ACTIVE,Mumbai,7790,0,0
26-05-2023,HOLD,Mumbai,20,0,0
26-05-2023,INACTIVE,Mumbai,0,14,0
26-05-2023,INACTIVE,Mumbai,0,0,4
26-05-2023,INACTIVE,Mumbai,582,0,0
26-05-2023,NEW,Mumbai,0,13,0
26-05-2023,NEW,Mumbai,0,0,15
26-05-2023,NEW,Mumbai,86,0,0
26-05-2023,ACTIVE,Pune,0,4,0
26-05-2023,ACTIVE,Pune,0,0,2
26-05-2023,ACTIVE,Pune,2924,0,0
26-05-2023,HOLD,Pune,5,0,0
26-05-2023,INACTIVE,Pune,0,8,0
26-05-2023,INACTIVE,Pune,0,0,1
26-05-2023,INACTIVE,Pune,245,0,0
26-05-2023,NEW,Pune,0,9,0
26-05-2023,NEW,Pune,0,0,4
26-05-2023,NEW,Pune,42,0,0
27-05-2023,ACTIVE,Hyderabad,0,3,0
27-05-2023,ACTIVE,Hyderabad,625,0,0
27-05-2023,HOLD,Hyderabad,22,0,0
27-05-2023,INACTIVE,Hyderabad,0,2,0
27-05-2023,INACTIVE,Hyderabad,130,0,0
27-05-2023,NEW,Hyderabad,0,24,0
27-05-2023,NEW,Hyderabad,0,0,6
27-05-2023,NEW,Hyderabad,69,0,0
27-05-2023,ACTIVE,Mumbai,0,5,0
27-05-2023,ACTIVE,Mumbai,0,0,1
27-05-2023,ACTIVE,Mumbai,7477,0,0
27-05-2023,HOLD,Mumbai,12,0,0
27-05-2023,INACTIVE,Mumbai,0,15,0
27-05-2023,INACTIVE,Mumbai,0,0,5
27-05-2023,INACTIVE,Mumbai,541,0,0
27-05-2023,NEW,Mumbai,0,11,0
27-05-2023,NEW,Mumbai,0,0,11
27-05-2023,NEW,Mumbai,109,0,0
27-05-2023,ACTIVE,Pune,0,2,0
27-05-2023,ACTIVE,Pune,2845,0,0
27-05-2023,HOLD,Pune,2,0,0
27-05-2023,INACTIVE,Pune,0,7,0
27-05-2023,INACTIVE,Pune,226,0,0
27-05-2023,NEW,Pune,0,11,0
27-05-2023,NEW,Pune,0,0,6
27-05-2023,NEW,Pune,49,0,0
28-05-2023,ACTIVE,Hyderabad,0,4,0
28-05-2023,ACTIVE,Hyderabad,600,0,0
28-05-2023,HOLD,Hyderabad,17,0,0
28-05-2023,INACTIVE,Hyderabad,0,5,0
28-05-2023,INACTIVE,Hyderabad,0,0,1
28-05-2023,INACTIVE,Hyderabad,126,0,0
28-05-2023,NEW,Hyderabad,0,13,0
28-05-2023,NEW,Hyderabad,0,0,6
28-05-2023,NEW,Hyderabad,81,0,0
28-05-2023,ACTIVE,Mumbai,0,7,0
28-05-2023,ACTIVE,Mumbai,0,0,1
28-05-2023,ACTIVE,Mumbai,7409,0,0
28-05-2023,HOLD,Mumbai,14,0,0
28-05-2023,INACTIVE,Mumbai,0,15,0
28-05-2023,INACTIVE,Mumbai,0,0,3
28-05-2023,INACTIVE,Mumbai,521,0,0
28-05-2023,NEW,Mumbai,0,10,0
28-05-2023,NEW,Mumbai,0,0,13
28-05-2023,NEW,Mumbai,91,0,0
28-05-2023,ACTIVE,Pune,0,6,0
28-05-2023,ACTIVE,Pune,2775,0,0
28-05-2023,HOLD,Pune,4,0,0
28-05-2023,INACTIVE,Pune,0,9,0
28-05-2023,INACTIVE,Pune,209,0,0
28-05-2023,NEW,Pune,0,4,0
28-05-2023,NEW,Pune,0,0,6
28-05-2023,NEW,Pune,35,0,0
29-05-2023,ACTIVE,Hyderabad,0,1,0
29-05-2023,ACTIVE,Hyderabad,635,0,0
29-05-2023,HOLD,Hyderabad,19,0,0
29-05-2023,INACTIVE,Hyderabad,0,5,0
29-05-2023,INACTIVE,Hyderabad,112,0,0
29-05-2023,NEW,Hyderabad,0,21,0
29-05-2023,NEW,Hyderabad,67,0,0
29-05-2023,ACTIVE,Mumbai,0,5,0
29-05-2023,ACTIVE,Mumbai,0,0,1
29-05-2023,ACTIVE,Mumbai,8045,0,0
29-05-2023,HOLD,Mumbai,12,0,0
29-05-2023,INACTIVE,Mumbai,0,14,0
29-05-2023,INACTIVE,Mumbai,0,0,1
29-05-2023,INACTIVE,Mumbai,598,0,0
29-05-2023,NEW,Mumbai,0,12,0
29-05-2023,NEW,Mumbai,0,0,2
29-05-2023,NEW,Mumbai,120,0,0
29-05-2023,ACTIVE,Pune,0,4,0
29-05-2023,ACTIVE,Pune,0,0,1
29-05-2023,ACTIVE,Pune,2990,0,0
29-05-2023,HOLD,Pune,2,0,0
29-05-2023,INACTIVE,Pune,0,9,0
29-05-2023,INACTIVE,Pune,211,0,0
29-05-2023,NEW,Pune,0,8,0
29-05-2023,NEW,Pune,0,0,5
29-05-2023,NEW,Pune,49,0,0
30-05-2023,ACTIVE,Hyderabad,0,2,0
30-05-2023,ACTIVE,Hyderabad,0,0,2
30-05-2023,ACTIVE,Hyderabad,582,0,0
30-05-2023,HOLD,Hyderabad,17,0,0
30-05-2023,INACTIVE,Hyderabad,0,9,0
30-05-2023,INACTIVE,Hyderabad,0,0,1
30-05-2023,INACTIVE,Hyderabad,142,0,0
30-05-2023,NEW,Hyderabad,0,19,0
30-05-2023,NEW,Hyderabad,0,0,10
30-05-2023,NEW,Hyderabad,71,0,0
30-05-2023,ACTIVE,Mumbai,0,7,0
30-05-2023,ACTIVE,Mumbai,0,0,1
30-05-2023,ACTIVE,Mumbai,7847,0,0
30-05-2023,HOLD,Mumbai,15,0,0
30-05-2023,INACTIVE,Mumbai,0,13,0
30-05-2023,INACTIVE,Mumbai,0,0,8
30-05-2023,INACTIVE,Mumbai,628,0,0
30-05-2023,NEW,Mumbai,0,17,0
30-05-2023,NEW,Mumbai,0,0,28
30-05-2023,NEW,Mumbai,86,0,0
30-05-2023,ACTIVE,Pune,0,5,0
30-05-2023,ACTIVE,Pune,2880,0,0
30-05-2023,HOLD,Pune,6,0,0
30-05-2023,INACTIVE,Pune,0,11,0
30-05-2023,INACTIVE,Pune,0,0,3
30-05-2023,INACTIVE,Pune,240,0,0
30-05-2023,NEW,Pune,0,2,0
30-05-2023,NEW,Pune,0,0,14
30-05-2023,NEW,Pune,41,0,0
31-05-2023,ACTIVE,Hyderabad,0,1,0
31-05-2023,ACTIVE,Hyderabad,614,0,0
31-05-2023,HOLD,Hyderabad,15,0,0
31-05-2023,INACTIVE,Hyderabad,0,6,0
31-05-2023,INACTIVE,Hyderabad,0,0,3
31-05-2023,INACTIVE,Hyderabad,152,0,0
31-05-2023,NEW,Hyderabad,0,18,0
31-05-2023,NEW,Hyderabad,0,0,8
31-05-2023,NEW,Hyderabad,81,0,0
31-05-2023,ACTIVE,Mumbai,0,5,0
31-05-2023,ACTIVE,Mumbai,8067,0,0
31-05-2023,HOLD,Mumbai,6,0,0
31-05-2023,INACTIVE,Mumbai,0,11,0
31-05-2023,INACTIVE,Mumbai,0,0,4
31-05-2023,INACTIVE,Mumbai,610,0,0
31-05-2023,NEW,Mumbai,0,22,0
31-05-2023,NEW,Mumbai,0,0,15
31-05-2023,NEW,Mumbai,85,0,0
31-05-2023,ACTIVE,Pune,0,4,0
31-05-2023,ACTIVE,Pune,0,0,1
31-05-2023,ACTIVE,Pune,3072,0,0
31-05-2023,HOLD,Pune,7,0,0
31-05-2023,INACTIVE,Pune,0,10,0
31-05-2023,INACTIVE,Pune,0,0,1
31-05-2023,INACTIVE,Pune,232,0,0
31-05-2023,NEW,Pune,0,3,0
31-05-2023,NEW,Pune,0,0,3
31-05-2023,NEW,Pune,49,0,0
01-06-2023,ACTIVE,Hyderabad,0,1,0
01-06-2023,ACTIVE,Hyderabad,0,0,1
01-06-2023,ACTIVE,Hyderabad,593,0,0
01-06-2023,HOLD,Hyderabad,16,0,0
01-06-2023,INACTIVE,Hyderabad,0,6,0
01-06-2023,INACTIVE,Hyderabad,0,0,1
01-06-2023,INACTIVE,Hyderabad,156,0,0
01-06-2023,NEW,Hyderabad,0,20,0
01-06-2023,NEW,Hyderabad,0,0,11
01-06-2023,NEW,Hyderabad,63,0,0
01-06-2023,ACTIVE,Mumbai,0,6,0
01-06-2023,ACTIVE,Mumbai,0,0,2
01-06-2023,ACTIVE,Mumbai,8176,0,0
01-06-2023,HOLD,Mumbai,16,0,0
01-06-2023,INACTIVE,Mumbai,0,15,0
01-06-2023,INACTIVE,Mumbai,0,0,5
01-06-2023,INACTIVE,Mumbai,624,0,0
01-06-2023,NEW,Mumbai,0,11,0
01-06-2023,NEW,Mumbai,0,0,18
01-06-2023,NEW,Mumbai,119,0,0
01-06-2023,ACTIVE,Pune,0,2,0
01-06-2023,ACTIVE,Pune,0,0,1
01-06-2023,ACTIVE,Pune,3128,0,0
01-06-2023,HOLD,Pune,5,0,0
01-06-2023,INACTIVE,Pune,0,7,0
01-06-2023,INACTIVE,Pune,0,0,2
01-06-2023,INACTIVE,Pune,239,0,0
01-06-2023,NEW,Pune,0,4,0
01-06-2023,NEW,Pune,0,0,11
01-06-2023,NEW,Pune,63,0,0
02-06-2023,ACTIVE,Hyderabad,0,2,0
02-06-2023,ACTIVE,Hyderabad,0,0,1
02-06-2023,ACTIVE,Hyderabad,618,0,0
02-06-2023,HOLD,Hyderabad,16,0,0
02-06-2023,INACTIVE,Hyderabad,0,8,0
02-06-2023,INACTIVE,Hyderabad,0,0,1
02-06-2023,INACTIVE,Hyderabad,142,0,0
02-06-2023,NEW,Hyderabad,0,21,0
02-06-2023,NEW,Hyderabad,0,0,10
02-06-2023,NEW,Hyderabad,67,0,0
02-06-2023,ACTIVE,Mumbai,0,4,0
02-06-2023,ACTIVE,Mumbai,0,0,3
02-06-2023,ACTIVE,Mumbai,8200,0,0
02-06-2023,HOLD,Mumbai,6,0,0
02-06-2023,INACTIVE,Mumbai,0,9,0
02-06-2023,INACTIVE,Mumbai,0,0,3
02-06-2023,INACTIVE,Mumbai,618,0,0
02-06-2023,NEW,Mumbai,0,12,0
02-06-2023,NEW,Mumbai,0,0,10
02-06-2023,NEW,Mumbai,113,0,0
02-06-2023,ACTIVE,Pune,0,4,0
02-06-2023,ACTIVE,Pune,0,0,2
02-06-2023,ACTIVE,Pune,3145,0,0
02-06-2023,HOLD,Pune,5,0,0
02-06-2023,INACTIVE,Pune,0,7,0
02-06-2023,INACTIVE,Pune,214,0,0
02-06-2023,NEW,Pune,0,9,0
02-06-2023,NEW,Pune,0,0,8
02-06-2023,NEW,Pune,50,0,0
03-06-2023,ACTIVE,Hyderabad,0,2,0
03-06-2023,ACTIVE,Hyderabad,0,0,4
03-06-2023,ACTIVE,Hyderabad,591,0,0
03-06-2023,HOLD,Hyderabad,20,0,0
03-06-2023,INACTIVE,Hyderabad,0,9,0
03-06-2023,INACTIVE,Hyderabad,0,0,4
03-06-2023,INACTIVE,Hyderabad,161,0,0
03-06-2023,NEW,Hyderabad,0,21,0
03-06-2023,NEW,Hyderabad,0,0,10
03-06-2023,NEW,Hyderabad,62,0,0
03-06-2023,ACTIVE,Mumbai,0,3,0
03-06-2023,ACTIVE,Mumbai,0,0,4
03-06-2023,ACTIVE,Mumbai,7946,0,0
03-06-2023,HOLD,Mumbai,16,0,0
03-06-2023,INACTIVE,Mumbai,0,15,0
