"DeliveryDate","City","Product Name","Total Normal Quantity","Total Coupon Quantity","Total Free Quantity"
"01-01-2020","Hyderabad","Past Milk 1L","2","0","0"
"01-01-2020","Hyderabad","Raw Milk 1L","1","0","0"
"01-01-2021","Hyderabad","Chocolate Milk 300ml","1","0","0"
"01-01-2022","Hyderabad","A2 Value Pack 1L","2","0","0"
"01-01-2023","Hyderabad","Past Milk 1L","23","0","0"
"01-01-2023","Hyderabad","Raw Milk 1L","20","1","1"
"01-01-2023","Hyderabad","Ghee 500ml","1","0","0"
"01-01-2023","Hyderabad","A2 1L","55","2","0"
"01-01-2023","Hyderabad","Curd Culture","2","0","0"
"01-01-2023","Hyderabad","A2 Ghee","1","0","0"
"01-01-2023","Hyderabad","Buffalo Milk 1L","57","0","2"
"01-01-2023","Hyderabad","Paneer 200g Cows Milk","4","0","0"
"01-01-2023","Hyderabad","A2 Value Pack 1L","209","0","2"
"01-01-2023","Hyderabad","Buffalo Ghee 500ml","1","0","0"
"01-01-2023","Hyderabad","Kharwas 120g","6","0","0"
"01-01-2023","Hyderabad","A2 Gir Cow Paneer 200g","1","0","0"
"01-01-2023","Hyderabad","New A2 Value Pack 500ml","89","0","0"
"01-01-2023","Hyderabad","Insulated Door Bag","1","0","0"
"01-01-2023","Hyderabad","Buffalo Milk Value Pack 500ml","44","0","2"
"01-01-2023","Hyderabad","Dahi","8","0","0"
"01-01-2023","Hyderabad","Past Milk Value Pack 1L","9","0","0"
"01-01-2023","Hyderabad","Raw Value Pack 1L","24","0","0"
"01-01-2023","Hyderabad","Buffalo Value Pack 1L","80","0","2"
"01-01-2023","Hyderabad","Lactose Free Milk 0.5L","9","0","0"
"01-01-2023","Hyderabad","Past Milk Value Pack 0.5L","2","0","0"
"01-01-2023","Hyderabad","Raw Milk Value Pack 0.5L","6","0","0"
"01-01-2024","Hyderabad","Past Milk 1L","18","0","0"
"01-01-2024","Hyderabad","Raw Milk 1L","14","0","0"
"01-01-2024","Hyderabad","Ghee 500ml","5","0","0"
"01-01-2024","Hyderabad","A2 1L","72","0","0"
"01-01-2024","Hyderabad","Curd Culture","2","0","0"
"01-01-2024","Hyderabad","A2 Ghee","5","0","0"
"01-01-2024","Hyderabad","Buffalo Milk 1L","35","0","1"
"01-01-2024","Hyderabad","Paneer 200g Cows Milk","9","0","0"
"01-01-2024","Hyderabad","A2 Value Pack 1L","500","3","3"
"01-01-2024","Hyderabad","Buffalo Ghee 500ml","3","0","0"
"01-01-2024","Hyderabad","Kharwas 120g","7","0","0"
"01-01-2024","Hyderabad","A2 Gir Cow Paneer 200g","5","0","0"
"01-01-2024","Hyderabad","New A2 Value Pack 500ml","189","0","1"
"01-01-2024","Hyderabad","Insulated Door Bag","1","0","0"
"01-01-2024","Hyderabad","Buffalo Milk Value Pack 500ml","138","0","2"
"01-01-2024","Hyderabad","Dahi","14","0","0"
"01-01-2024","Hyderabad","Past Milk Value Pack 1L","21","0","2"
"01-01-2024","Hyderabad","Raw Value Pack 1L","57","0","2"
"01-01-2024","Hyderabad","Buffalo Value Pack 1L","315","1","2"
"01-01-2024","Hyderabad","Lactose Free Milk 0.5L","6","0","0"
"01-01-2024","Hyderabad","Past Milk Value Pack 0.5L","13","0","1"
"01-01-2024","Hyderabad","Raw Milk Value Pack 0.5L","24","0","1"
"01-02-2020","Hyderabad","Past Milk 1L","2","0","0"
"01-02-2020","Hyderabad","A2 1L","2","0","0"
"01-02-2020","Hyderabad","A2 Value Pack 1L","1","0","0"
"01-02-2021","Hyderabad","Buffalo Milk 1L","1","0","0"
"01-02-2021","Hyderabad","A2 Value Pack 1L","2","0","0"
"01-02-2022","Hyderabad","Past Milk 1L","2","0","0"
"01-02-2022","Hyderabad","Raw Milk 1L","3","0","0"
"01-02-2022","Hyderabad","Past Milk 0.5L","1","0","0"
"01-02-2022","Hyderabad","A2 1L","8","0","6"
"01-02-2022","Hyderabad","Curd Culture","2","0","0"
"01-02-2022","Hyderabad","A2 Ghee","1","0","0"
"01-02-2022","Hyderabad","Buffalo Milk 1L","1","0","4"
"01-02-2022","Hyderabad","Paneer 200g Cows Milk","1","0","0"
"01-02-2022","Hyderabad","A2 Value Pack 1L","9","0","4"
"01-02-2022","Hyderabad","A2 Gir Cow Paneer 200g","1","0","0"
"01-02-2022","Hyderabad","New A2 Value Pack 500ml","4","0","0"
"01-02-2022","Hyderabad","Buffalo Milk Value Pack 500ml","1","0","4"
"01-02-2022","Hyderabad","Tender Coconut","1","0","0"
"01-02-2023","Hyderabad","Past Milk 1L","22","0","0"
"01-02-2023","Hyderabad","Raw Milk 1L","17","0","0"
"01-02-2023","Hyderabad","A2 1L","76","3","1"
"01-02-2023","Hyderabad","Curd Culture","2","0","0"
"01-02-2023","Hyderabad","A2 Ghee","2","0","0"
"01-02-2023","Hyderabad","Buffalo Milk 1L","60","3","0"
"01-02-2023","Hyderabad","Paneer 200g Cows Milk","2","0","0"
"01-02-2023","Hyderabad","A2 Value Pack 1L","249","2","0"
"01-02-2023","Hyderabad","Kharwas 120g","4","0","0"
"01-02-2023","Hyderabad","A2 Gir Cow Paneer 200g","1","0","0"
"01-02-2023","Hyderabad","New A2 Value Pack 500ml","104","1","2"
"01-02-2023","Hyderabad","Insulated Door Bag","1","0","0"
"01-02-2023","Hyderabad","Buffalo Milk Value Pack 500ml","50","1","1"
"01-02-2023","Hyderabad","Dahi","10","0","0"
"01-02-2023","Hyderabad","Past Milk Value Pack 1L","10","0","1"
"01-02-2023","Hyderabad","Raw Value Pack 1L","39","1","1"
"01-02-2023","Hyderabad","Buffalo Value Pack 1L","115","0","1"
"01-02-2023","Hyderabad","Lactose Free Milk 0.5L","11","0","0"
"01-02-2023","Hyderabad","Past Milk Value Pack 0.5L","5","0","0"
"01-02-2023","Hyderabad","Raw Milk Value Pack 0.5L","14","0","0"
"01-02-2024","Hyderabad","Past Milk 1L","20","0","0"
"01-02-2024","Hyderabad","Raw Milk 1L","12","0","0"
"01-02-2024","Hyderabad","Ghee 500ml","4","0","0"
"01-02-2024","Hyderabad","A2 1L","55","0","5"
"01-02-2024","Hyderabad","A2 Ghee","4","0","0"
"01-02-2024","Hyderabad","Buffalo Milk 1L","48","0","0"
"01-02-2024","Hyderabad","Paneer 200g Cows Milk","14","0","0"
"01-02-2024","Hyderabad","A2 Value Pack 1L","559","1","7"
"01-02-2024","Hyderabad","Buffalo Ghee 500ml","2","0","0"
"01-02-2024","Hyderabad","Kharwas 120g","4","0","0"
"01-02-2024","Hyderabad","A2 Gir Cow Paneer 200g","3","0","0"
"01-02-2024","Hyderabad","New A2 Value Pack 500ml","218","0","0"
"01-02-2024","Hyderabad","Insulated Door Bag","1","0","0"
"01-02-2024","Hyderabad","Buffalo Milk Value Pack 500ml","159","0","0"
"01-02-2024","Hyderabad","Dahi","16","0","0"
"01-02-2024","Hyderabad","Past Milk Value Pack 1L","23","0","0"
"01-02-2024","Hyderabad","Raw Value Pack 1L","60","0","2"
"01-02-2024","Hyderabad","Buffalo Value Pack 1L","319","0","1"
"01-02-2024","Hyderabad","Lactose Free Milk 0.5L","10","0","0"
"01-02-2024","Hyderabad","Past Milk Value Pack 0.5L","25","0","0"
"01-02-2024","Hyderabad","Raw Milk Value Pack 0.5L","25","0","0"
"01-03-2020","Hyderabad","Past Milk 1L","2","0","0"
"01-03-2020","Hyderabad","A2 Value Pack 1L","1","0","0"
"01-03-2021","Hyderabad","A2 1L","1","0","0"
"01-03-2021","Hyderabad","A2 Value Pack 1L","2","0","0"
"01-03-2022","Hyderabad","Past Milk 1L","8","0","0"
"01-03-2022","Hyderabad","Raw Milk 1L","10","0","0"
"01-03-2022","Hyderabad","Past Milk 0.5L","2","0","1"
"01-03-2022","Hyderabad","Ghee 500ml","1","0","0"
"01-03-2022","Hyderabad","A2 1L","26","0","3"
"01-03-2022","Hyderabad","Buffalo Milk 1L","27","0","5"
"01-03-2022","Hyderabad","Paneer 200g Cows Milk","4","0","0"
"01-03-2022","Hyderabad","A2 Value Pack 1L","47","0","0"
"01-03-2022","Hyderabad","Kharwas 120g","2","0","0"
"01-03-2022","Hyderabad","New A2 Value Pack 500ml","27","0","0"
"01-03-2022","Hyderabad","Buffalo Milk Value Pack 500ml","11","0","0"
"01-03-2022","Hyderabad","Dahi","3","0","0"
"01-03-2023","Hyderabad","Past Milk 1L","22","0","0"
"01-03-2023","Hyderabad","Raw Milk 1L","19","0","0"
"01-03-2023","Hyderabad","Ghee 500ml","2","0","0"
"01-03-2023","Hyderabad","A2 1L","70","0","0"
"01-03-2023","Hyderabad","Curd Culture","3","0","0"
"01-03-2023","Hyderabad","A2 Ghee","5","0","0"
"01-03-2023","Hyderabad","Buffalo Milk 1L","60","0","3"
"01-03-2023","Hyderabad","Paneer 200g Cows Milk","8","0","0"
"01-03-2023","Hyderabad","A2 Value Pack 1L","265","0","5"
"01-03-2023","Hyderabad","Buffalo Ghee 500ml","1","0","0"
"01-03-2023","Hyderabad","Kharwas 120g","12","0","0"
"01-03-2023","Hyderabad","A2 Gir Cow Paneer 200g","2","0","0"
"01-03-2023","Hyderabad","New A2 Value Pack 500ml","101","1","0"
"01-03-2023","Hyderabad","Insulated Door Bag","1","0","0"
"01-03-2023","Hyderabad","Buffalo Milk Value Pack 500ml","70","0","3"
"01-03-2023","Hyderabad","Dahi","18","0","0"
"01-03-2023","Hyderabad","Past Milk Value Pack 1L","16","0","0"
"01-03-2023","Hyderabad","Raw Value Pack 1L","38","1","1"
"01-03-2023","Hyderabad","Buffalo Value Pack 1L","126","0","4"
"01-03-2023","Hyderabad","Lactose Free Milk 0.5L","10","0","0"
"01-03-2023","Hyderabad","Past Milk Value Pack 0.5L","7","0","0"
"01-03-2023","Hyderabad","Raw Milk Value Pack 0.5L","17","0","0"
"01-03-2024","Hyderabad","Past Milk 1L","24","0","0"
"01-03-2024","Hyderabad","Raw Milk 1L","12","0","1"
"01-03-2024","Hyderabad","Ghee 500ml","1","0","0"
"01-03-2024","Hyderabad","A2 1L","51","0","4"
"01-03-2024","Hyderabad","Curd Culture","1","0","1"
"01-03-2024","Hyderabad","A2 Ghee","4","0","0"
"01-03-2024","Hyderabad","Buffalo Milk 1L","52","0","8"
"01-03-2024","Hyderabad","Paneer 200g Cows Milk","13","0","0"
"01-03-2024","Hyderabad","A2 Value Pack 1L","581","0","0"
"01-03-2024","Hyderabad","Buffalo Ghee 500ml","2","0","0"
"01-03-2024","Hyderabad","Kharwas 120g","10","0","0"
"01-03-2024","Hyderabad","A2 Gir Cow Paneer 200g","2","0","0"
"01-03-2024","Hyderabad","New A2 Value Pack 500ml","217","0","1"
"01-03-2024","Hyderabad","Insulated Door Bag","1","0","0"
"01-03-2024","Hyderabad","Buffalo Milk Value Pack 500ml","171","2","1"
"01-03-2024","Hyderabad","Dahi","11","0","0"
"01-03-2024","Hyderabad","Past Milk Value Pack 1L","23","0","0"
"01-03-2024","Hyderabad","Raw Value Pack 1L","67","0","0"
"01-03-2024","Hyderabad","Buffalo Value Pack 1L","358","0","4"
"01-03-2024","Hyderabad","Lactose Free Milk 0.5L","13","1","0"
"01-03-2024","Hyderabad","Past Milk Value Pack 0.5L","19","0","0"
"01-03-2024","Hyderabad","Raw Milk Value Pack 0.5L","20","0","1"
"01-04-2020","Hyderabad","Past Milk 1L","2","0","0"
"01-04-2020","Hyderabad","Raw Milk 1L","1","0","0"
"01-04-2020","Hyderabad","A2 Value Pack 1L","2","0","0"
"01-04-2021","Hyderabad","A2 Value Pack 1L","1","0","0"
"01-04-2022","Hyderabad","Past Milk 1L","8","0","0"
"01-04-2022","Hyderabad","Raw Milk 1L","17","0","1"
"01-04-2022","Hyderabad","Past Milk 0.5L","4","0","0"
"01-04-2022","Hyderabad","A2 1L","37","0","6"
"01-04-2022","Hyderabad","Curd Culture","1","0","0"
"01-04-2022","Hyderabad","Buffalo Milk 1L","48","0","0"
"01-04-2022","Hyderabad","Paneer 200g Cows Milk","1","0","0"
"01-04-2022","Hyderabad","A2 Value Pack 1L","65","0","0"
"01-04-2022","Hyderabad","A2 Gir Cow Paneer 200g","2","0","0"
"01-04-2022","Hyderabad","New A2 Value Pack 500ml","37","0","0"
"01-04-2022","Hyderabad","Buffalo Milk Value Pack 500ml","20","0","1"
"01-04-2022","Hyderabad","Dahi","2","0","0"
"01-04-2023","Hyderabad","Past Milk 1L","23","0","0"
"01-04-2023","Hyderabad","Raw Milk 1L","20","0","0"
"01-04-2023","Hyderabad","Ghee 500ml","2","0","0"
"01-04-2023","Hyderabad","A2 1L","48","1","0"
"01-04-2023","Hyderabad","Curd Culture","3","0","0"
"01-04-2023","Hyderabad","A2 Ghee","4","0","0"
"01-04-2023","Hyderabad","Buffalo Milk 1L","55","1","1"
"01-04-2023","Hyderabad","Paneer 200g Cows Milk","4","0","0"
"01-04-2023","Hyderabad","A2 Value Pack 1L","271","1","0"
"01-04-2023","Hyderabad","Buffalo Ghee 500ml","1","0","0"
"01-04-2023","Hyderabad","Kharwas 120g","2","0","0"
"01-04-2023","Hyderabad","A2 Gir Cow Paneer 200g","4","0","0"
"01-04-2023","Hyderabad","New A2 Value Pack 500ml","105","1","0"
"01-04-2023","Hyderabad","Insulated Door Bag","1","0","0"
"01-04-2023","Hyderabad","Buffalo Milk Value Pack 500ml","63","0","0"
"01-04-2023","Hyderabad","Dahi","9","0","0"
"01-04-2023","Hyderabad","Past Milk Value Pack 1L","20","0","0"
"01-04-2023","Hyderabad","Raw Value Pack 1L","40","1","0"
"01-04-2023","Hyderabad","Buffalo Value Pack 1L","141","0","2"
"01-04-2023","Hyderabad","Lactose Free Milk 0.5L","7","0","0"
"01-04-2023","Hyderabad","Past Milk Value Pack 0.5L","6","0","0"
"01-04-2023","Hyderabad","Raw Milk Value Pack 0.5L","16","0","0"
"01-04-2024","Hyderabad","Past Milk 1L","25","0","0"
"01-04-2024","Hyderabad","Raw Milk 1L","13","0","0"
"01-04-2024","Hyderabad","Ghee 500ml","2","0","0"
"01-04-2024","Hyderabad","A2 1L","81","0","0"
"01-04-2024","Hyderabad","Curd Culture","4","0","0"
"01-04-2024","Hyderabad","A2 Ghee","3","1","0"
"01-04-2024","Hyderabad","Buffalo Milk 1L","54","0","0"
"01-04-2024","Hyderabad","Paneer 200g Cows Milk","10","0","0"
"01-04-2024","Hyderabad","A2 Value Pack 1L","598","0","0"
"01-04-2024","Hyderabad","Buffalo Ghee 500ml","1","0","0"
"01-04-2024","Hyderabad","Kharwas 120g","7","0","0"
"01-04-2024","Hyderabad","A2 Gir Cow Paneer 200g","1","0","0"
"01-04-2024","Hyderabad","New A2 Value Pack 500ml","213","1","0"
"01-04-2024","Hyderabad","Buffalo Milk Value Pack 500ml","170","0","0"
"01-04-2024","Hyderabad","Dahi","16","0","0"
"01-04-2024","Hyderabad","Past Milk Value Pack 1L","13","0","0"
"01-04-2024","Hyderabad","Raw Value Pack 1L","58","0","0"
"01-04-2024","Hyderabad","Buffalo Value Pack 1L","369","2","1"
"01-04-2024","Hyderabad","Lactose Free Milk 0.5L","15","0","0"
"01-04-2024","Hyderabad","Past Milk Value Pack 0.5L","17","0","0"
"01-04-2024","Hyderabad","Raw Milk Value Pack 0.5L","24","0","0"
"01-05-2020","Hyderabad","Past Milk 1L","3","0","0"
"01-05-2020","Hyderabad","A2 1L","1","0","0"
"01-05-2020","Hyderabad","Buffalo Milk 1L","1","0","0"
"01-05-2020","Hyderabad","A2 Value Pack 1L","1","0","0"
"01-05-2020","Hyderabad","New A2 Value Pack 500ml","1","0","0"
"01-05-2021","Hyderabad","Buffalo Milk 1L","1","0","0"
"01-05-2022","Hyderabad","Past Milk 1L","11","0","0"
"01-05-2022","Hyderabad","Raw Milk 1L","18","0","0"
"01-05-2022","Hyderabad","Ghee 500ml","1","0","0"
"01-05-2022","Hyderabad","A2 1L","40","0","3"
"01-05-2022","Hyderabad","Buffalo Milk 1L","42","0","0"
"01-05-2022","Hyderabad","A2 Value Pack 1L","76","0","0"
"01-05-2022","Hyderabad","Kharwas 120g","2","0","0"
"01-05-2022","Hyderabad","A2 Gir Cow Paneer 200g","1","0","0"
"01-05-2022","Hyderabad","New A2 Value Pack 500ml","61","0","0"
"01-05-2022","Hyderabad","Buffalo Milk Value Pack 500ml","30","0","0"
"01-05-2022","Hyderabad","Tender Coconut","1","0","0"
"01-05-2022","Hyderabad","Dahi","1","0","0"
"01-05-2023","Hyderabad","Past Milk 1L","14","0","0"
"01-05-2023","Hyderabad","Raw Milk 1L","12","0","0"
"01-05-2023","Hyderabad","A2 1L","45","13","1"
"01-05-2023","Hyderabad","Curd Culture","4","0","0"
"01-05-2023","Hyderabad","A2 Ghee","3","0","0"
"01-05-2023","Hyderabad","Buffalo Milk 1L","52","8","0"
"01-05-2023","Hyderabad","Paneer 200g Cows Milk","6","0","0"
"01-05-2023","Hyderabad","A2 Value Pack 1L","259","3","0"
"01-05-2023","Hyderabad","A2 Gir Cow Paneer 200g","6","0","0"
"01-05-2023","Hyderabad","New A2 Value Pack 500ml","102","1","0"
"01-05-2023","Hyderabad","Insulated Door Bag","1","0","0"
"01-05-2023","Hyderabad","Buffalo Milk Value Pack 500ml","71","4","0"
"01-05-2023","Hyderabad","Dahi","7","0","0"
"01-05-2023","Hyderabad","Past Milk Value Pack 1L","20","1","0"
"01-05-2023","Hyderabad","Raw Value Pack 1L","38","1","0"
"01-05-2023","Hyderabad","Buffalo Value Pack 1L","144","15","1"
"01-05-2023","Hyderabad","Lactose Free Milk 0.5L","5","0","0"
"01-05-2023","Hyderabad","Past Milk Value Pack 0.5L","4","0","0"
"01-05-2023","Hyderabad","Raw Milk Value Pack 0.5L","14","0","0"
"01-06-2020","Hyderabad","Past Milk 1L","2","0","0"
"01-06-2020","Hyderabad","New A2 Value Pack 500ml","1","0","0"
"01-06-2021","Hyderabad","A2 1L","1","0","0"
"01-06-2021","Hyderabad","A2 Value Pack 1L","1","0","0"
"01-06-2022","Hyderabad","Past Milk 1L","20","0","1"
"01-06-2022","Hyderabad","Raw Milk 1L","16","1","2"
"01-06-2022","Hyderabad","Past Milk 0.5L","4","0","0"
"01-06-2022","Hyderabad","A2 1L","50","1","4"
"01-06-2022","Hyderabad","A2 Ghee","3","0","0"
"01-06-2022","Hyderabad","Buffalo Milk 1L","54","2","5"
"01-06-2022","Hyderabad","Paneer 200g Cows Milk","1","0","0"
"01-06-2022","Hyderabad","A2 Value Pack 1L","97","0","1"
"01-06-2022","Hyderabad","A2 Gir Cow Paneer 200g","1","0","0"
"01-06-2022","Hyderabad","New A2 Value Pack 500ml","48","0","2"
"01-06-2022","Hyderabad","Insulated Door Bag","1","0","0"
"01-06-2022","Hyderabad","Buffalo Milk Value Pack 500ml","24","0","1"
"01-06-2022","Hyderabad","Dahi","7","0","0"
"01-06-2023","Hyderabad","Past Milk 1L","19","0","0"
"01-06-2023","Hyderabad","Raw Milk 1L","20","0","0"
"01-06-2023","Hyderabad","Ghee 500ml","1","0","0"
"01-06-2023","Hyderabad","A2 1L","59","0","4"
"01-06-2023","Hyderabad","Curd Culture","3","0","0"
"01-06-2023","Hyderabad","A2 Ghee","2","0","0"
"01-06-2023","Hyderabad","Buffalo Milk 1L","34","1","0"
"01-06-2023","Hyderabad","Paneer 200g Cows Milk","3","0","0"
"01-06-2023","Hyderabad","A2 Value Pack 1L","292","4","2"
"01-06-2023","Hyderabad","Kharwas 120g","4","0","0"
"01-06-2023","Hyderabad","A2 Gir Cow Paneer 200g","1","0","0"
"01-06-2023","Hyderabad","New A2 Value Pack 500ml","95","0","1"
"01-06-2023","Hyderabad","Insulated Door Bag","2","0","0"
"01-06-2023","Hyderabad","Buffalo Milk Value Pack 500ml","73","7","1"
"01-06-2023","Hyderabad","Dahi","8","0","0"
"01-06-2023","Hyderabad","Past Milk Value Pack 1L","16","3","0"
"01-06-2023","Hyderabad","Raw Value Pack 1L","38","1","1"
"01-06-2023","Hyderabad","Buffalo Value Pack 1L","174","10","5"
"01-06-2023","Hyderabad","Lactose Free Milk 0.5L","5","0","0"
"01-06-2023","Hyderabad","Past Milk Value Pack 0.5L","10","0","0"
"01-06-2023","Hyderabad","Raw Milk Value Pack 0.5L","13","0","0"
"01-07-2020","Hyderabad","Past Milk 1L","2","0","0"
"01-07-2020","Hyderabad","A2 Value Pack 1L","1","0","0"
"01-07-2021","Hyderabad","A2 1L","1","0","0"
"01-07-2021","Hyderabad","Buffalo Milk 1L","1","0","0"
"01-07-2021","Hyderabad","A2 Value Pack 1L","1","0","0"
"01-07-2022","Hyderabad","Past Milk 1L","20","0","0"
"01-07-2022","Hyderabad","Raw Milk 1L","20","0","0"
"01-07-2022","Hyderabad","Past Milk 0.5L","1","0","0"
"01-07-2022","Hyderabad","A2 1L","64","0","0"
"01-07-2022","Hyderabad","Buffalo Milk 1L","67","3","1"
"01-07-2022","Hyderabad","Paneer 200g Cows Milk","9","0","0"
"01-07-2022","Hyderabad","A2 Value Pack 1L","132","0","0"
"01-07-2022","Hyderabad","Buffalo Ghee 500ml","3","0","0"
"01-07-2022","Hyderabad","Kharwas 120g","8","0","0"
"01-07-2022","Hyderabad","A2 Gir Cow Paneer 200g","3","0","0"
"01-07-2022","Hyderabad","New A2 Value Pack 500ml","76","0","0"
"01-07-2022","Hyderabad","Buffalo Milk Value Pack 500ml","31","0","0"
"01-07-2022","Hyderabad","Raw Value Pack 1L","4","0","0"
"01-07-2022","Hyderabad","Lactose Free Milk 0.5L","2","0","0"
"01-07-2023","Hyderabad","Past Milk 1L","18","0","0"
"01-07-2023","Hyderabad","Raw Milk 1L","8","0","0"
"01-07-2023","Hyderabad","Ghee 500ml","1","0","0"
"01-07-2023","Hyderabad","A2 1L","66","1","0"
"01-07-2023","Hyderabad","Curd Culture","2","0","1"
"01-07-2023","Hyderabad","A2 Ghee","3","0","0"
"01-07-2023","Hyderabad","Buffalo Milk 1L","32","0","1"
"01-07-2023","Hyderabad","Paneer 200g Cows Milk","7","0","0"
"01-07-2023","Hyderabad","A2 Value Pack 1L","410","1","2"
"01-07-2023","Hyderabad","Buffalo Ghee 500ml","4","0","0"
"01-07-2023","Hyderabad","Kharwas 120g","5","0","0"
"01-07-2023","Hyderabad","A2 Gir Cow Paneer 200g","5","0","0"
"01-07-2023","Hyderabad","New A2 Value Pack 500ml","131","0","0"
"01-07-2023","Hyderabad","Buffalo Milk Value Pack 500ml","86","0","0"
"01-07-2023","Hyderabad","Dahi","10","0","0"
"01-07-2023","Hyderabad","Past Milk Value Pack 1L","17","1","0"
"01-07-2023","Hyderabad","Raw Value Pack 1L","47","0","1"
"01-07-2023","Hyderabad","Buffalo Value Pack 1L","208","1","5"
"01-07-2023","Hyderabad","Lactose Free Milk 0.5L","10","0","0"
"01-07-2023","Hyderabad","Past Milk Value Pack 0.5L","12","0","0"
"01-07-2023","Hyderabad","Raw Milk Value Pack 0.5L","17","0","0"
"01-08-2020","Hyderabad","Past Milk 1L","2","0","0"
"01-08-2020","Hyderabad","A2 1L","1","0","0"
"01-08-2021","Hyderabad","A2 1L","1","0","0"
"01-08-2021","Hyderabad","A2 Value Pack 1L","1","0","0"
"01-08-2022","Hyderabad","Past Milk 1L","23","0","0"
"01-08-2022","Hyderabad","Raw Milk 1L","13","0","0"
"01-08-2022","Hyderabad","Ghee 500ml","1","0","0"
"01-08-2022","Hyderabad","A2 1L","42","0","0"
"01-08-2022","Hyderabad","Buffalo Milk 1L","51","0","0"
"01-08-2022","Hyderabad","Paneer 200g Cows Milk","1","0","0"
"01-08-2022","Hyderabad","A2 Value Pack 1L","138","0","0"
"01-08-2022","Hyderabad","Kharwas 120g","1","0","0"
"01-08-2022","Hyderabad","A2 Gir Cow Paneer 200g","1","0","0"
"01-08-2022","Hyderabad","New A2 Value Pack 500ml","64","0","0"
"01-08-2022","Hyderabad","Buffalo Milk Value Pack 500ml","29","0","0"
"01-08-2022","Hyderabad","Dahi","9","0","0"
"01-08-2022","Hyderabad","Past Milk Value Pack 1L","5","0","0"
"01-08-2022","Hyderabad","Raw Value Pack 1L","9","0","0"
"01-08-2022","Hyderabad","Buffalo Value Pack 1L","9","0","0"
"01-08-2022","Hyderabad","Lactose Free Milk 0.5L","4","0","0"
"01-08-2023","Hyderabad","Past Milk 1L","27","0","0"
"01-08-2023","Hyderabad","Raw Milk 1L","17","0","0"
"01-08-2023","Hyderabad","Ghee 500ml","17","0","0"
"01-08-2023","Hyderabad","A2 1L","89","0","0"
"01-08-2023","Hyderabad","Curd Culture","5","0","0"
"01-08-2023","Hyderabad","A2 Ghee","3","0","0"
"01-08-2023","Hyderabad","Buffalo Milk 1L","43","1","5"
"01-08-2023","Hyderabad","Paneer 200g Cows Milk","10","0","0"
"01-08-2023","Hyderabad","A2 Value Pack 1L","439","2","8"
"01-08-2023","Hyderabad","Kharwas 120g","2","0","0"
"01-08-2023","Hyderabad","A2 Gir Cow Paneer 200g","2","0","0"
"01-08-2023","Hyderabad","New A2 Value Pack 500ml","150","0","2"
"01-08-2023","Hyderabad","Insulated Door Bag","2","0","0"
"01-08-2023","Hyderabad","Buffalo Milk Value Pack 500ml","119","0","1"
"01-08-2023","Hyderabad","Dahi","16","0","0"
"01-08-2023","Hyderabad","Past Milk Value Pack 1L","18","0","0"
"01-08-2023","Hyderabad","Raw Value Pack 1L","66","0","0"
"01-08-2023","Hyderabad","Buffalo Value Pack 1L","224","1","3"
"01-08-2023","Hyderabad","Lactose Free Milk 0.5L","10","0","0"
"01-08-2023","Hyderabad","Past Milk Value Pack 0.5L","10","0","1"
"01-08-2023","Hyderabad","Raw Milk Value Pack 0.5L","24","0","0"
"01-09-2020","Hyderabad","Past Milk 1L","1","0","0"
"01-09-2020","Hyderabad","Curd Culture","1","0","0"
"01-09-2020","Hyderabad","A2 Value Pack 1L","1","0","0"
"01-09-2021","Hyderabad","A2 Value Pack 1L","2","0","0"
"01-09-2022","Hyderabad","Past Milk 1L","21","0","0"
"01-09-2022","Hyderabad","Raw Milk 1L","17","0","0"
"01-09-2022","Hyderabad","Ghee 500ml","1","0","0"
"01-09-2022","Hyderabad","A2 1L","47","0","0"
"01-09-2022","Hyderabad","A2 Ghee","2","0","0"
"01-09-2022","Hyderabad","Buffalo Milk 1L","56","0","1"
"01-09-2022","Hyderabad","Paneer 200g Cows Milk","2","0","0"
"01-09-2022","Hyderabad","A2 Value Pack 1L","121","0","0"
"01-09-2022","Hyderabad","Buffalo Ghee 500ml","1","0","0"
"01-09-2022","Hyderabad","A2 Gir Cow Paneer 200g","3","0","0"
"01-09-2022","Hyderabad","New A2 Value Pack 500ml","68","0","0"
"01-09-2022","Hyderabad","Insulated Door Bag","2","0","0"
"01-09-2022","Hyderabad","Buffalo Milk Value Pack 500ml","27","0","0"
"01-09-2022","Hyderabad","Dahi","4","0","0"
"01-09-2022","Hyderabad","Past Milk Value Pack 1L","4","0","0"
"01-09-2022","Hyderabad","Raw Value Pack 1L","14","0","0"
"01-09-2022","Hyderabad","Buffalo Value Pack 1L","10","0","1"
"01-09-2022","Hyderabad","Lactose Free Milk 0.5L","4","0","0"
"01-09-2023","Hyderabad","Past Milk 1L","22","0","0"
"01-09-2023","Hyderabad","Raw Milk 1L","17","0","0"
"01-09-2023","Hyderabad","Ghee 500ml","2","0","0"
"01-09-2023","Hyderabad","A2 1L","73","0","0"
"01-09-2023","Hyderabad","Curd Culture","8","0","0"
"01-09-2023","Hyderabad","A2 Ghee","8","0","0"
"01-09-2023","Hyderabad","Buffalo Milk 1L","47","0","1"
"01-09-2023","Hyderabad","Paneer 200g Cows Milk","12","0","0"
"01-09-2023","Hyderabad","A2 Value Pack 1L","440","7","7"
"01-09-2023","Hyderabad","Buffalo Ghee 500ml","3","0","0"
"01-09-2023","Hyderabad","Kharwas 120g","9","0","0"
